event_id,event_type,user_id,ad_id,campaign_id,cost_per_click
ed457bbf-d7bb-41a0-9ce1-558293ed1cbe,impression,user_769,ad_camp_9_4,camp_9,
f2aa33d9-0cc0-4080-ad6f-3d719645f36a,click,user_920,ad_camp_9_2,camp_9,0.86
16939406-a272-493b-96cc-9c1e47e913ea,impression,user_378,ad_camp_16_5,camp_16,
d7310161-7d10-4c83-baa1-354889f3863c,impression,user_651,ad_camp_12_4,camp_12,
2be9f18e-04a0-4534-bf3b-34a8483d5a7e,click,user_491,ad_camp_1_3,camp_1,1.45
d9e99493-96b0-4ae1-9681-4f5eb58e2ce6,impression,user_201,ad_camp_2_1,camp_2,
a34bdc95-fa0a-4e18-8624-c505151d07dc,click,user_503,ad_camp_15_4,camp_15,1.33
2f4b7268-0672-439e-8c44-d6ad75f99f31,click,user_646,ad_camp_4_3,camp_4,1.25
965255e1-0c6e-4ea2-a6b5-b580a14eae4e,impression,user_909,ad_camp_17_1,camp_17,
141f724d-1e47-4576-9a46-ef25f55c76e0,click,user_524,ad_camp_12_4,camp_12,1.27
9501383e-ee6e-4811-864b-b7d1e982a2ae,impression,user_771,ad_camp_5_5,camp_5,
ce32c424-7ecb-4264-acd9-2a8b0b59b6ed,impression,user_95,ad_camp_20_4,camp_20,
6855af6a-cb9e-4f60-81aa-92cca39ff21c,click,user_49,ad_camp_18_2,camp_18,0.57
d0d7fd11-2576-404c-a9ab-3ff02bc6aa81,impression,user_361,ad_camp_15_4,camp_15,
90c57a99-a3e6-4e8e-a989-d42f841b24b1,click,user_134,ad_camp_8_5,camp_8,0.26
e4a7f3f1-8808-4ffc-afb4-a148d335d96b,impression,user_472,ad_camp_7_4,camp_7,
b054a509-22ce-410d-96e8-06ce3935dbe2,click,user_644,ad_camp_9_1,camp_9,1.19
2c9aceb3-a8fe-4594-88b2-9f37d364c4f4,click,user_170,ad_camp_15_3,camp_15,1.41
3b40653f-d584-48bf-8ffa-bcba7f0b214b,click,user_741,ad_camp_13_3,camp_13,0.63
61ec98b2-41ed-4617-8994-dee3111fcdfb,impression,user_283,ad_camp_19_3,camp_19,
c3df7038-3543-4e3a-8bd6-bed32f1089c4,impression,user_953,ad_camp_20_5,camp_20,
1b109ca8-c0c8-491a-bfc5-d141140dc59e,impression,user_594,ad_camp_6_3,camp_6,
3a1890bf-1582-4148-abd1-2ee198dd00c2,click,user_898,ad_camp_20_4,camp_20,1.22
34200bf6-3301-4f11-9446-f4bec3fd53a0,impression,user_729,ad_camp_16_4,camp_16,
718e854b-19e1-4fcc-9b03-f932da7a1bc3,click,user_249,ad_camp_13_1,camp_13,1.39
4da146b7-b162-486f-a626-729df461fec8,impression,user_100,ad_camp_16_2,camp_16,
dc661553-1295-41f6-b3d8-f3bffb5032c9,impression,user_730,ad_camp_4_1,camp_4,
5ddd44fa-c128-4e5d-bb0d-b9f3be60c552,impression,user_803,ad_camp_7_2,camp_7,
af59a8fc-910a-4d10-89e1-6c2f4704ae8e,impression,user_730,ad_camp_10_3,camp_10,
6ee7d4a4-9c8c-4ab2-a83e-2266c37919b0,click,user_920,ad_camp_17_2,camp_17,1.43
3822e529-50ea-4900-bded-c42129e44e1f,impression,user_517,ad_camp_9_5,camp_9,
1278643a-aefd-4064-9c4c-f4007975375c,click,user_765,ad_camp_2_1,camp_2,0.61
30285283-0b3e-4b19-8d7c-ae6b08ba397b,impression,user_576,ad_camp_13_2,camp_13,
74befb8a-0081-4813-b374-360b7a3335a4,click,user_40,ad_camp_11_1,camp_11,1.13
85b16f15-871d-4d0b-9aa4-878bf3104870,impression,user_9,ad_camp_20_5,camp_20,
72c2e75b-32fb-4d4c-a9cc-58f93879633c,impression,user_235,ad_camp_9_3,camp_9,
b8f35f7e-91db-40d4-a8cc-317cb3828b51,impression,user_827,ad_camp_7_1,camp_7,
0ed4377b-b425-4a95-838c-5881265b10c2,impression,user_357,ad_camp_1_3,camp_1,
dd550cfa-a00f-43f0-b9e2-4fba47ddbfec,click,user_991,ad_camp_18_4,camp_18,1.48
b4bd47f9-176f-4fd8-982d-22716aa7eabb,impression,user_419,ad_camp_1_4,camp_1,
427a7257-e793-41d7-8fd4-df224e5fecbb,impression,user_166,ad_camp_16_1,camp_16,
dc843c89-86e3-4ee1-8958-1d27ce61bc6d,impression,user_724,ad_camp_16_2,camp_16,
fb024e8c-5e6d-40ec-8e61-9e866838a924,click,user_962,ad_camp_5_3,camp_5,1.43
d300ff60-c796-4439-affc-c64a77d60a34,click,user_417,ad_camp_12_1,camp_12,0.84
fe5b30a8-4003-40fb-b1d7-c87885d8d6a5,impression,user_476,ad_camp_15_3,camp_15,
75e0f47a-cd63-4a43-98ff-62e45bdcc13c,impression,user_905,ad_camp_1_5,camp_1,
4f3aa5c8-34ab-4df8-b0bf-937186dad183,click,user_40,ad_camp_5_5,camp_5,0.25
64d94373-fea5-49bf-b885-59426b50401f,impression,user_178,ad_camp_11_3,camp_11,
0cc1a695-810e-4c58-b021-7c8effdd0a8f,click,user_41,ad_camp_20_4,camp_20,1.22
ca154c7f-89cf-4e50-ba97-20b4329a9379,impression,user_507,ad_camp_6_3,camp_6,
f8bd7a6c-b99a-4b2d-98dc-6e657994d7e3,impression,user_384,ad_camp_14_3,camp_14,
d27b7752-06c3-476f-a8dd-15dfe1d9fc7c,impression,user_707,ad_camp_19_4,camp_19,
2368754b-3781-4b04-af97-5b612efb1e99,click,user_993,ad_camp_5_5,camp_5,0.25
c2c62c95-6fa1-4af8-8d95-c5170b7f60ba,impression,user_406,ad_camp_10_4,camp_10,
6f25fe2f-dce5-4ffa-ac2a-f6a0d8e1435c,click,user_940,ad_camp_4_4,camp_4,1.04
7c7ffaed-ddcb-46ea-b75d-b4811af6c920,impression,user_876,ad_camp_15_5,camp_15,
cd7da8e8-1b1b-4e18-8d1d-4af088af9a3d,impression,user_843,ad_camp_8_5,camp_8,
0bd87712-01ef-47ad-a245-5a85e7894d3d,click,user_742,ad_camp_2_4,camp_2,0.35
e045fe2f-bbab-4543-b4d8-b6c67a16357b,impression,user_278,ad_camp_14_5,camp_14,
7ff6973a-578e-432c-b1ac-636bd04ea03d,impression,user_579,ad_camp_13_5,camp_13,
07799ff7-15b4-45be-a5e6-ca6c02d05dd9,impression,user_491,ad_camp_10_1,camp_10,
a7d0b022-dd83-4552-b0b3-1de08162b83a,click,user_113,ad_camp_5_4,camp_5,1.25
5b442e0a-8607-4d42-bc7d-9f55a9fdcf39,click,user_778,ad_camp_13_1,camp_13,1.39
a5f11778-b07a-4cde-b8ea-7b7c77bb52f9,click,user_282,ad_camp_19_4,camp_19,0.55
66291870-2ce0-493a-8baa-ed5c33d8d866,click,user_403,ad_camp_8_4,camp_8,1.42
bcd32ec1-a568-4068-9681-1927d8ad735e,click,user_290,ad_camp_6_1,camp_6,0.29
9e7a1dc7-c0db-49b6-b873-0cdae073723a,impression,user_806,ad_camp_2_5,camp_2,
6b4a78c6-b63f-48ec-a924-08b53782b6e7,click,user_959,ad_camp_1_4,camp_1,0.48
d055f28b-0d15-4fae-99e9-cbc1ab807d4d,impression,user_523,ad_camp_10_3,camp_10,
f7a38e64-ccf3-4b63-bcbe-7d3bc87f4fac,click,user_176,ad_camp_9_1,camp_9,1.19
77568473-8901-4b92-9fda-ff4a737f0d58,click,user_80,ad_camp_2_3,camp_2,0.77
78742efb-d8bb-4e8f-97c2-d6c2f1982b58,impression,user_982,ad_camp_12_5,camp_12,
a6c7e13c-7608-4561-9f48-c4db76befc1f,click,user_446,ad_camp_18_4,camp_18,1.48
8f5a482a-6716-4c34-b9fa-a6bb2de3b5a6,impression,user_485,ad_camp_5_5,camp_5,
3e2c8f70-7e6d-499a-af43-232d59e20737,impression,user_498,ad_camp_17_2,camp_17,
f9f609b4-cab3-4623-a6ad-a8921b59be1a,impression,user_116,ad_camp_6_1,camp_6,
933f94b7-8610-446b-a1d4-ad8be51978e4,click,user_270,ad_camp_5_2,camp_5,0.85
00cd1e72-6b93-4a5f-bc9a-83e79d868a6c,impression,user_710,ad_camp_12_3,camp_12,
e13bf52c-ce4a-4c80-af8b-d7c7f6805332,impression,user_320,ad_camp_19_1,camp_19,
29d0128f-a6c7-4dd9-a5ea-d1fc73422811,click,user_183,ad_camp_2_1,camp_2,0.61
000329fb-3b7a-4a37-afa4-2e789f7aa192,impression,user_361,ad_camp_10_3,camp_10,
2e1f054f-5a31-4141-83fa-cf987263ba3d,impression,user_407,ad_camp_13_2,camp_13,
72c71988-3363-426a-999d-43b40bbd82d1,impression,user_83,ad_camp_10_2,camp_10,
00d67fbe-94d4-4cba-9fe8-51f6eb1f0fcf,impression,user_352,ad_camp_8_2,camp_8,
8f75f3c1-f9d5-4f93-8e1f-14b8ec64ddef,click,user_200,ad_camp_15_2,camp_15,0.25
ef7d87f5-db61-49a6-98a7-04fff86d2dad,click,user_74,ad_camp_7_5,camp_7,1.45
eadda5ec-e546-4ba9-9151-9d0ec0822557,click,user_476,ad_camp_10_4,camp_10,1.43
0a9180d5-dea4-4dee-9d22-bc8983a891b8,impression,user_690,ad_camp_9_4,camp_9,
25887abf-fa1b-40f4-b972-9504521f2561,impression,user_733,ad_camp_5_1,camp_5,
c0a63845-f2a9-471a-9754-ab41c110c3c5,click,user_642,ad_camp_19_5,camp_19,0.56
83bf9954-20db-4c8d-80b1-23b9a9ce8e1b,click,user_558,ad_camp_20_3,camp_20,1.25
97a3f3a8-de49-4bbd-8999-34db3e97963a,click,user_74,ad_camp_9_3,camp_9,1.5
ee931a82-3853-4e12-9577-750c423032b4,click,user_507,ad_camp_4_1,camp_4,0.81
e17d9d60-d5c2-40cd-bb99-f39bf6ae3143,impression,user_80,ad_camp_7_1,camp_7,
63ed375d-b147-4559-83d4-70303795117f,impression,user_447,ad_camp_14_5,camp_14,
c88004b5-7bcb-4d4c-849d-46cf496db9b3,click,user_797,ad_camp_12_3,camp_12,1.01
7097a035-111a-4b7f-9012-7ebd7210bdbf,impression,user_639,ad_camp_13_3,camp_13,
42028ffb-70ee-448c-9d40-a74f3c11b584,impression,user_398,ad_camp_4_2,camp_4,
8b070f5f-3ed0-4863-8bed-ff79a12df6a8,click,user_338,ad_camp_10_4,camp_10,1.43
90d00c26-abcc-4e16-9619-627088198bc0,impression,user_650,ad_camp_5_3,camp_5,
3c4f1456-ad1f-4ef2-9156-8961e834248d,impression,user_814,ad_camp_15_2,camp_15,
9cda45ef-6a62-4542-bb0d-aa684e0bb78a,impression,user_976,ad_camp_4_3,camp_4,
85491345-97a0-4f59-a523-a47d29938229,click,user_844,ad_camp_19_2,camp_19,1.05
cc506689-dc3d-4c7c-8db7-407356d89dd3,impression,user_892,ad_camp_8_5,camp_8,
ff638430-13f3-4aac-8273-dff7f5a1282a,impression,user_826,ad_camp_4_4,camp_4,
82144d0b-123e-4417-b9b2-6f8fb3ebe4ca,impression,user_597,ad_camp_18_4,camp_18,
51fa3605-3fd1-4b59-beac-69fa0e5992e0,impression,user_778,ad_camp_17_3,camp_17,
44264061-2407-4787-ad4d-2e93d10fc03f,click,user_641,ad_camp_17_2,camp_17,1.43
44ba8738-a930-4ddb-917a-737e1d1c978c,click,user_327,ad_camp_6_1,camp_6,0.29
e92874cf-f3aa-41da-9dc9-351c9262fab6,impression,user_701,ad_camp_13_1,camp_13,
6c1216f5-66d5-4687-a190-e37fb346fb99,impression,user_173,ad_camp_16_1,camp_16,
703996cd-f9d9-46e7-9029-a440ec4ac4fd,impression,user_104,ad_camp_6_5,camp_6,
98e76e87-0fd3-4152-a83c-ea7ed3fcabb0,click,user_869,ad_camp_8_5,camp_8,0.26
321829a6-9e6b-4640-96cb-ebbddc800af7,impression,user_664,ad_camp_18_4,camp_18,
88174f7f-edfe-4293-aed5-754839150493,impression,user_83,ad_camp_16_5,camp_16,
b12a38c2-82a6-4fca-b2eb-0e2631b1a882,impression,user_531,ad_camp_20_2,camp_20,
dc4f8bd9-95e8-4cff-8775-7545789bc2fc,click,user_461,ad_camp_1_4,camp_1,0.48
1c43d863-cfe0-49d4-94f9-36d0b216ccb5,click,user_143,ad_camp_1_5,camp_1,1.05
ee798763-1179-4216-a563-39f289634670,click,user_415,ad_camp_9_3,camp_9,1.5
41e68fa2-180e-4841-89d2-8c2571f5e106,impression,user_479,ad_camp_14_5,camp_14,
7a6a4043-5faf-4f84-a2b8-7bc28d16844d,click,user_631,ad_camp_15_4,camp_15,1.33
dfb12343-7fb6-4846-a2d6-ed82dcce13e5,impression,user_43,ad_camp_12_2,camp_12,
dd8f3d4f-e6c2-4b80-a488-8ea2325f6328,impression,user_974,ad_camp_4_4,camp_4,
d9a57682-01ef-4c8a-9abe-1d6b3a4936b3,impression,user_44,ad_camp_6_1,camp_6,
40647d63-bc81-4117-a939-29f9c459ae1c,impression,user_721,ad_camp_6_1,camp_6,
e998dfd8-4728-4703-a838-586d5fd600d9,impression,user_343,ad_camp_10_5,camp_10,
7f8a58af-cdec-44d6-9bfe-b793d93bf5a6,impression,user_67,ad_camp_17_1,camp_17,
3ee1c88e-6770-4975-b53f-b03588e6ca57,click,user_792,ad_camp_1_3,camp_1,1.45
3e1d8304-0f60-4abe-badf-45974d33de57,click,user_263,ad_camp_4_1,camp_4,0.81
f6dd1df9-8dde-45c1-840e-7456f7e2cd6a,click,user_192,ad_camp_9_4,camp_9,0.52
b05f2687-f0bb-4eb5-b5a1-fda8a4ce3db3,impression,user_973,ad_camp_10_4,camp_10,
6fd16b75-a982-4fee-88d0-4f5d51660d39,impression,user_473,ad_camp_9_5,camp_9,
f9e6995f-81a4-4577-afb3-45788fb53f04,impression,user_396,ad_camp_18_1,camp_18,
a471e9bc-a5c0-4f03-af6c-e29c0f997448,click,user_550,ad_camp_11_5,camp_11,0.62
7d97453b-f1be-4319-b9e2-a5c8bda2391b,click,user_317,ad_camp_20_2,camp_20,1.31
c06137b3-fbe9-482d-a0a4-21faf36601ae,impression,user_309,ad_camp_2_4,camp_2,
ad2165ff-7481-4b71-a7c2-c4c0ee7cce2e,impression,user_181,ad_camp_5_3,camp_5,
8956d9f3-e92b-4740-81d4-ee9ac93d5725,impression,user_940,ad_camp_5_3,camp_5,
21e6bc65-580e-43fc-9c0f-303505c45deb,click,user_432,ad_camp_4_5,camp_4,0.45
e3c1f670-b52f-4582-b64b-0061746260be,impression,user_66,ad_camp_11_5,camp_11,
eee034d1-e01d-4fa3-a208-293f4716ed0e,impression,user_485,ad_camp_13_5,camp_13,
e4300c29-e932-4a9d-b503-7f52092b27ae,click,user_247,ad_camp_10_4,camp_10,1.43
67dda79c-e7f6-461d-8a5c-181592e34c10,click,user_905,ad_camp_1_5,camp_1,1.05
38b270dd-d6ac-408e-9361-0e7303256eb7,impression,user_211,ad_camp_12_4,camp_12,
854dcb18-16cf-488f-a685-88cdc1352d98,click,user_445,ad_camp_18_3,camp_18,0.3
bee117b3-cc32-4465-88d8-46107710bd3c,impression,user_369,ad_camp_18_2,camp_18,
23b8b4b1-759f-4a31-a973-cc23103cfad4,impression,user_966,ad_camp_12_3,camp_12,
8fb059b1-5a14-4b64-ad50-95b30c2eddc5,impression,user_480,ad_camp_14_3,camp_14,
62bb7b2f-b4e1-4979-b14e-98103ea8bc14,impression,user_955,ad_camp_15_3,camp_15,
58d9e67c-e8ab-41f7-a03b-c410aa56fdc8,click,user_922,ad_camp_1_5,camp_1,1.05
337219e1-b322-4111-afe8-0fb5ee2c27bf,click,user_63,ad_camp_17_3,camp_17,0.27
41989d5b-09cd-4967-81a2-71e17cb57207,impression,user_643,ad_camp_18_2,camp_18,
e09ade56-8229-44d5-990f-4e8c7b45d1de,impression,user_403,ad_camp_8_5,camp_8,
ff1d005a-e937-494a-ad5a-f09d2e1ee907,impression,user_765,ad_camp_15_2,camp_15,
bec68b7a-f5ef-4138-8ab4-8054d6d85d23,click,user_200,ad_camp_6_3,camp_6,1.02
f74b88e0-464c-448d-a19e-115ca5aa27b2,click,user_361,ad_camp_2_3,camp_2,0.77
a77ce082-8f41-490c-af97-9ea56129bc5b,click,user_124,ad_camp_19_1,camp_19,0.65
31a64da7-e712-463c-8c40-0e1154298f1f,click,user_879,ad_camp_18_2,camp_18,0.57
cc98402d-e5a4-404e-a0a7-82b9cd7617e2,impression,user_376,ad_camp_10_4,camp_10,
3e61b5c1-4b6b-49fd-bdf3-1f2af905b01a,impression,user_907,ad_camp_5_3,camp_5,
748ad9d4-2135-401f-9596-89aa3ee8b9b0,impression,user_554,ad_camp_15_4,camp_15,
5c17ad56-b88e-4d7e-b7f9-cf09ae6aa322,impression,user_914,ad_camp_17_5,camp_17,
2955194c-8409-4a25-b60d-12983b08b88f,impression,user_728,ad_camp_16_2,camp_16,
a34942a2-fdd4-4e67-b2ff-add6009d2f5e,click,user_330,ad_camp_9_4,camp_9,0.52
74212c94-ed46-484d-9b3f-8aee25d8ac08,impression,user_267,ad_camp_13_3,camp_13,
3e32e151-bff5-44fd-86aa-af72cfc27779,impression,user_324,ad_camp_13_4,camp_13,
f58681e8-d296-426b-8bb6-2111efe199c8,click,user_633,ad_camp_20_2,camp_20,1.31
ec4e4cad-dbde-4dd7-b4f0-10b1096adc04,impression,user_327,ad_camp_13_2,camp_13,
4df22157-5b2c-4fdb-94e1-b9b260aa002a,impression,user_40,ad_camp_9_2,camp_9,
49907d96-adda-44e7-9943-fd7ee78d3bf4,impression,user_8,ad_camp_10_1,camp_10,
edecacf6-50aa-4029-8f5f-da47aa44491d,impression,user_497,ad_camp_18_1,camp_18,
66a01ab9-dd9d-4042-ac68-76bb27062608,impression,user_845,ad_camp_10_2,camp_10,
5863e64e-4699-4fa8-b4d4-a5b65d2eb35e,click,user_651,ad_camp_13_3,camp_13,0.63
47e493a8-c83e-4960-8782-f25cb8b11aad,click,user_220,ad_camp_5_1,camp_5,0.98
cb7cce59-2ef9-4e74-bc4b-b1964b50c80f,impression,user_138,ad_camp_17_1,camp_17,
ed179d0f-52a5-429e-96e8-d74f0ec019f6,impression,user_463,ad_camp_16_5,camp_16,
6833ebf1-bb9c-4818-84fa-3a6bb74b5bde,impression,user_560,ad_camp_12_4,camp_12,
88de802c-9745-4577-b550-070e7a657e43,click,user_649,ad_camp_12_4,camp_12,1.27
56f16385-6f40-4ee2-ac8a-1027824030ac,impression,user_281,ad_camp_16_1,camp_16,
33559ccc-d3e5-4d68-ab00-8d9dff3aad30,impression,user_422,ad_camp_9_3,camp_9,
3d6aade4-b042-4fa6-97b0-ce550ef16684,impression,user_491,ad_camp_8_2,camp_8,
1625941c-bcc4-4cc7-8dd4-493ffeac5f80,impression,user_650,ad_camp_8_2,camp_8,
51f9cc75-a4ef-4937-9591-5d55e10270f5,impression,user_183,ad_camp_5_3,camp_5,
b2d04cd3-0684-46ec-ac06-c55d8aab141d,impression,user_985,ad_camp_9_4,camp_9,
c616445c-ce98-4d4d-9f61-17b76f0227cf,click,user_296,ad_camp_10_4,camp_10,1.43
0d25b4ce-bc78-44ac-be77-7beb1bb6c8f1,click,user_764,ad_camp_6_5,camp_6,0.27
398da3ae-a09e-4560-92db-67896dc82684,click,user_457,ad_camp_2_3,camp_2,0.77
0fb3cb9c-8390-45e1-8dd5-d451f7c85971,click,user_477,ad_camp_14_4,camp_14,1.32
67761e47-b277-423f-981c-6a959622851e,impression,user_678,ad_camp_13_3,camp_13,
2480afc4-1635-40e0-b791-950c7eb73c3b,impression,user_538,ad_camp_16_4,camp_16,
f926b1f8-b6d3-483c-a2ca-8ee8c1b574ab,impression,user_913,ad_camp_15_3,camp_15,
2bb2c97b-c32c-4e83-a956-32efdf25f5fd,impression,user_363,ad_camp_6_1,camp_6,
6556c708-64c9-4672-9f9b-ba145ff9270d,impression,user_672,ad_camp_14_5,camp_14,
d69eadae-de2e-4946-8122-5735aa00aa74,impression,user_549,ad_camp_19_3,camp_19,
e11a3e4d-1db5-4ed0-b40f-60e198f3b5e9,click,user_372,ad_camp_8_2,camp_8,1.14
d6bec720-3a02-4ac4-a3f2-1e809adfe07e,impression,user_979,ad_camp_6_1,camp_6,
b449e5a3-165d-4eeb-afbf-2ab460bb36ba,click,user_45,ad_camp_16_1,camp_16,1.47
443d5320-1731-4e50-b824-7056eb9ad380,impression,user_371,ad_camp_6_3,camp_6,
4c48ed08-fcbf-4b19-9621-7d1736bf283c,click,user_99,ad_camp_6_1,camp_6,0.29
13bd26e5-b532-4916-bcf5-48f324f59471,impression,user_788,ad_camp_18_2,camp_18,
523ba08d-7e1a-4034-833d-58aaba34ee73,click,user_376,ad_camp_2_3,camp_2,0.77
31d10d01-1918-419a-ad15-13744268ab6f,impression,user_617,ad_camp_19_4,camp_19,
cf6a5075-8045-41ee-af46-5746d9659abc,impression,user_785,ad_camp_11_4,camp_11,
06388bfb-531e-4363-b076-8474f6888079,impression,user_4,ad_camp_15_4,camp_15,
321d529e-1b05-4839-be86-ffa0aafb373e,click,user_236,ad_camp_13_3,camp_13,0.63
6464779d-2586-4516-bf74-2968fca57856,impression,user_361,ad_camp_6_3,camp_6,
e63eb451-ed60-4b94-96cc-afc4cda2aba6,impression,user_397,ad_camp_16_5,camp_16,
f0c04d5a-7d69-49d4-8cb3-9536561253f9,impression,user_448,ad_camp_15_1,camp_15,
59018658-ddda-467e-a7fc-e1609fc71348,click,user_865,ad_camp_10_2,camp_10,1.16
30b73431-cf7c-4e29-bfda-3eda2b7b23ae,click,user_122,ad_camp_1_1,camp_1,0.59
039a284e-808c-4fb3-a4dc-294f762cd3d2,impression,user_169,ad_camp_17_1,camp_17,
f8f2a9ae-80ab-42a4-be0b-2b4acbbb1852,click,user_194,ad_camp_11_5,camp_11,0.62
eaae0dcd-0b0d-46f4-ae70-1d4e3fa9601e,impression,user_202,ad_camp_2_1,camp_2,
0a5394fa-4cbe-4d92-92c3-62d8d44f9042,impression,user_837,ad_camp_9_5,camp_9,
26c23935-1c84-4a9c-a659-d39ec7699866,impression,user_713,ad_camp_18_2,camp_18,
4959215d-ada7-4fd8-91e5-2b6f4ce6bafc,impression,user_689,ad_camp_16_1,camp_16,
2de9e031-87ac-4afc-b437-8319186a32bb,impression,user_74,ad_camp_7_1,camp_7,
b96a6fa3-ae0a-49d1-bd2d-e3f1f8472575,impression,user_891,ad_camp_8_1,camp_8,
1f7725db-a044-4793-96f0-36ee733c9a51,impression,user_663,ad_camp_12_5,camp_12,
8371bf0d-ee1a-49a1-a230-8b9419c742be,impression,user_75,ad_camp_20_5,camp_20,
73c2766c-6f19-44fa-a75a-cefddc35188c,impression,user_642,ad_camp_13_2,camp_13,
36aefc29-54bd-4415-911a-1e2c51e98326,click,user_75,ad_camp_4_4,camp_4,1.04
4b390a02-141f-44f1-879d-2d1f742d56ce,impression,user_273,ad_camp_15_3,camp_15,
109267e5-c2df-43c0-909d-883199d9cac9,click,user_756,ad_camp_17_4,camp_17,1.39
12718865-91dc-4f1c-86b3-89713021ab14,click,user_943,ad_camp_3_4,camp_3,0.96
e52f6190-feb2-48c5-b8ba-e01750ff1c6f,impression,user_795,ad_camp_16_4,camp_16,
b816bb5a-af3e-4811-a8ef-c41efb3659cc,impression,user_52,ad_camp_7_5,camp_7,
12cd0277-3666-4980-b36f-760159c33ccd,click,user_482,ad_camp_12_4,camp_12,1.27
bce51666-59b0-49e3-b7a3-489a52499721,impression,user_609,ad_camp_12_2,camp_12,
5d2073ff-feca-458b-98f0-e956842eb676,impression,user_956,ad_camp_12_3,camp_12,
27de4bbe-4f69-484d-88bf-8eca4ffba1b3,impression,user_872,ad_camp_4_2,camp_4,
d092dc1c-5c8a-4e60-bea8-91c71a766343,click,user_559,ad_camp_5_1,camp_5,0.98
667848e2-be39-4fc9-ae26-1bcc26de96fe,click,user_251,ad_camp_8_3,camp_8,0.92
f969f569-f6ef-4583-8285-335dce66e03a,impression,user_457,ad_camp_15_5,camp_15,
6396af46-ed13-4b3e-9a05-9311ef33567b,click,user_998,ad_camp_13_5,camp_13,0.66
8a4be0bd-f95a-4001-9ab6-5273aaf10f11,impression,user_560,ad_camp_11_1,camp_11,
f232bfea-be56-4798-9c84-881c49d9657c,impression,user_794,ad_camp_13_2,camp_13,
0e8e29dd-504b-42d7-8a9c-f5dba7908bc0,impression,user_38,ad_camp_5_3,camp_5,
c246d5fc-6808-4274-a291-34f38f2caab7,impression,user_78,ad_camp_9_1,camp_9,
63f46f97-2e62-455a-a38c-1e730ae9bc23,impression,user_789,ad_camp_18_4,camp_18,
2eae98c4-6cec-4891-9c52-f07fce8fd275,impression,user_121,ad_camp_8_2,camp_8,
a7af6947-c333-4741-9899-95ad87e42045,impression,user_392,ad_camp_5_4,camp_5,
275d593b-4ae0-4c50-abeb-4c2db1a28204,click,user_167,ad_camp_3_5,camp_3,1.07
1efd9efe-1a04-4939-bf52-f27f73958697,impression,user_252,ad_camp_15_5,camp_15,
ac2f1242-07c7-4d12-8f4b-f90b02850f18,click,user_851,ad_camp_8_3,camp_8,0.92
c59471f1-d4cf-4e8a-8fe1-107895e03a7f,click,user_393,ad_camp_17_5,camp_17,1.14
36aef737-c9f7-4198-bc1e-32970834913d,click,user_120,ad_camp_15_5,camp_15,0.28
e91da05e-f2a3-4688-bcf7-39f306cdebed,impression,user_880,ad_camp_14_3,camp_14,
8131ca3f-465a-4ad2-95dc-7b3e0c651b49,impression,user_72,ad_camp_8_4,camp_8,
03f01d06-7f4f-4b15-b674-5b11e2f0cda7,impression,user_122,ad_camp_4_1,camp_4,
8e18fac1-3696-480b-9ee0-7c4bab726a97,click,user_882,ad_camp_5_4,camp_5,1.25
bb57cfb3-675a-4a5e-96ba-d7f48f19c98b,click,user_715,ad_camp_12_3,camp_12,1.01
5b8254c0-7169-41b7-83cb-64aeaf59623c,impression,user_150,ad_camp_1_4,camp_1,
a8323e28-b7f2-4e34-823e-a597719991c4,click,user_249,ad_camp_10_1,camp_10,1.08
6af3ba55-fdf9-4b91-ade6-1954d7723cdb,click,user_254,ad_camp_1_2,camp_1,1.19
7ebc9303-101c-4faa-8f7e-a0f731a016c8,impression,user_245,ad_camp_1_1,camp_1,
9fdf076a-5e39-483b-8860-7e966666d61f,impression,user_745,ad_camp_11_5,camp_11,
56e51e6f-6330-42e6-a4ba-1821581dbb7a,click,user_280,ad_camp_5_2,camp_5,0.85
48544543-fed7-44b8-925f-0b1f7346e4ef,click,user_313,ad_camp_20_5,camp_20,1.5
f25d25f8-b5b7-495a-b0cb-98fb48ae7229,click,user_369,ad_camp_9_2,camp_9,0.86
b43e6433-a5b3-4aba-afbc-ef833f396f6d,click,user_621,ad_camp_11_1,camp_11,1.13
4df2ef59-8fdb-46b7-b45f-d40b9b7b3bfe,impression,user_661,ad_camp_20_2,camp_20,
a8f756ad-ee72-43e1-ad82-8f32995a84f7,impression,user_705,ad_camp_6_2,camp_6,
e11d3d4f-01af-4c5c-a937-ce9553958d23,impression,user_971,ad_camp_15_5,camp_15,
0c778cac-3a16-4038-a9dd-ead3790d8263,impression,user_169,ad_camp_17_5,camp_17,
9060d7e5-4161-4ca0-a753-7ac42942a4dd,impression,user_893,ad_camp_20_2,camp_20,
2faec480-bc33-4911-a467-dd03549bba40,impression,user_15,ad_camp_6_4,camp_6,
0b46da3e-a16d-4601-97aa-b5cdf71fe494,impression,user_664,ad_camp_6_5,camp_6,
d5c93236-6329-4fec-839c-eeae2f3495ac,impression,user_278,ad_camp_13_4,camp_13,
a3b10d9a-c197-42ae-8c7c-a99ddc8d4c75,impression,user_628,ad_camp_7_2,camp_7,
eb09e197-4100-40af-a1a0-b5503eac6565,impression,user_214,ad_camp_19_4,camp_19,
bba71d70-cbc3-4597-9017-9aa539256460,impression,user_526,ad_camp_20_4,camp_20,
ef738147-f562-4511-ac31-2546d2ec0611,click,user_412,ad_camp_6_5,camp_6,0.27
